id,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,calculated_host_listings_count,Entire home/apt,Hotel room,Private room,Shared room,neighbourhood_labels
888458,71,2,6,0.07,363,1,0,0,1,0,3
888607,220,2,16,0.18,330,1,1,0,0,0,5
889216,189,1,3,0.07,363,2,0,0,1,0,3
889220,400,4,2,0.02,0,1,1,0,0,0,3
889320,340,3,53,0.6,2,1,1,0,0,0,3
890034,77,3,93,1.05,364,2,0,0,1,0,3
890073,398,4,24,0.27,353,1,1,0,0,0,9
890476,352,3,7,0.08,365,1,0,0,1,0,6
892675,100,4,17,0.19,149,3,0,0,1,0,3
893387,799,15,0,0.0,0,1,1,0,0,0,6
893729,183,5,18,0.2,363,3,1,0,0,0,3
893731,282,3,0,0.0,364,3,1,0,0,0,3
894117,198,5,0,0.0,364,1,1,0,0,0,9
894395,299,3,3,0.38,128,1,1,0,0,0,3
895102,100,3,100,1.22,224,2,0,0,1,0,3
895109,199,3,19,0.21,44,2,0,0,1,0,3
895893,199,2,51,0.71,0,1,1,0,0,0,3
895959,122,4,9,0.12,364,1,1,0,0,0,3
898155,221,3,1,0.02,363,1,1,0,0,0,3
898158,1100,7,0,0.0,365,1,1,0,0,0,5
899314,1001,4,27,0.34,0,2,1,0,0,0,9
900709,498,3,0,0.0,364,1,1,0,0,0,3
901284,315,4,37,0.42,363,1,1,0,0,0,3
901618,599,4,2,0.04,363,3,1,0,0,0,9
902440,330,2,9,0.12,362,1,0,0,1,0,3
903424,348,5,25,0.29,177,2,1,0,0,0,3
903430,221,2,21,0.24,0,1,1,0,0,0,3
903715,248,2,0,0.0,365,1,0,0,1,0,3
904294,702,2,14,0.18,0,1,1,0,0,0,3
905505,203,3,0,0.0,365,1,0,0,1,0,8
906385,275,1,0,0.0,365,1,0,0,0,1,8
906585,287,2,30,6.08,0,1,0,0,1,0,6
906732,176,1,14,0.19,359,1,0,0,1,0,3
907024,148,7,2,0.03,365,1,0,0,1,0,3
908175,387,3,4,0.05,364,3,1,0,0,0,3
908933,1116,1,0,0.0,365,1,0,0,0,1,8
909010,697,1,89,1.01,270,14,1,0,0,0,3
909910,199,5,92,1.04,184,5,1,0,0,0,3
909978,77,5,4,0.05,144,1,1,0,0,0,3
910085,299,3,4,0.09,253,1,1,0,0,0,3
910793,249,2,13,0.18,178,3,1,0,0,0,3
911037,297,3,0,0.0,365,1,0,0,1,0,3
911801,467,1,0,0.0,365,1,0,0,1,0,3
911983,675,5,34,0.39,303,3,1,0,0,0,3
912574,1001,4,0,0.0,362,2,1,0,0,0,6
912633,467,1,1,0.01,365,1,0,0,0,1,3
913581,97,3,96,1.08,55,2,0,0,1,0,3
913832,181,1,15,0.17,365,6,0,0,1,0,3
914379,1902,1,1,0.02,365,2,0,0,1,0,3
914950,159,2,1,0.03,364,1,0,0,1,0,3
915090,238,1,66,0.81,89,1,1,0,0,0,3
915158,155,2,25,0.28,357,1,1,0,0,0,9
915877,1094,2,0,0.0,365,1,0,0,1,0,3
916057,1199,1,0,0.0,365,2,1,0,0,0,8
916271,248,2,13,0.17,365,9,0,0,1,0,3
916511,698,6,0,0.0,365,1,1,0,0,0,3
917025,71,3,0,0.0,365,4,1,0,0,0,3
917472,1654,1,0,0.0,0,1,1,0,0,0,3
917745,348,4,79,0.89,142,1,1,0,0,0,3
917974,281,1,6,0.08,1,6,0,0,1,0,3
919852,100,2,11,0.14,235,3,0,0,1,0,3
919853,100,2,0,0.0,235,3,0,0,1,0,3
919858,65,2,11,0.13,237,3,0,0,1,0,3
920059,122,2,33,0.37,316,4,1,0,0,0,3
920113,995,2,0,0.0,365,1,0,0,1,0,3
920581,398,2,11,0.14,328,1,1,0,0,0,3
921000,1936,3,45,0.54,362,1,1,0,0,0,9
921259,1075,1,0,0.0,365,1,0,0,1,0,7
921347,302,5,10,0.13,363,1,1,0,0,0,3
922503,211,1,0,0.0,365,1,0,0,1,0,8
922548,198,15,5,0.06,364,1,0,0,1,0,3
922950,418,1,54,0.63,361,4,1,0,0,0,6
923782,348,5,5,0.07,90,4,1,0,0,0,3
924523,896,3,11,0.14,365,7,1,0,0,0,3
924693,198,1,13,0.18,365,1,0,0,1,0,9
925284,160,6,5,0.28,359,7,0,0,1,0,3
925802,49,3,27,0.32,90,1,0,0,1,0,3
926669,133,1,87,0.99,90,2,1,0,0,0,3
926850,1089,1,0,0.0,365,1,0,0,1,0,6
928031,188,5,2,0.12,89,7,0,0,1,0,3
928126,221,2,12,0.22,177,1,0,0,1,0,3
928950,810,1,0,0.0,0,1,0,0,1,0,0
929381,299,15,7,0.08,144,4,1,0,0,0,3
929461,43,2,39,0.54,116,3,0,0,1,0,8
930014,830,3,1,0.01,365,1,0,0,1,0,3
931336,603,5,20,0.23,14,1,1,0,0,0,3
931910,249,2,38,0.47,364,3,1,0,0,0,3
932270,299,2,77,0.95,364,3,1,0,0,0,3
932805,508,1,0,0.0,365,1,0,0,1,0,7
935162,59,1,4,0.06,365,3,0,0,1,0,1
936180,38,4,17,0.21,365,3,0,0,0,1,3
940269,384,5,12,0.17,0,1,1,0,0,0,3
940319,453,4,39,0.44,256,1,1,0,0,0,3
941040,103,2,96,1.17,87,1,1,0,0,0,3
941976,1078,5,0,0.0,365,1,0,0,1,0,3
942218,291,2,6,0.07,364,2,1,0,0,0,5
943521,297,2,23,0.26,365,7,0,0,1,0,3
943603,442,10,0,0.0,0,1,0,0,1,0,9
945511,470,30,7,0.08,177,1,1,0,0,0,3
945727,648,5,2,0.04,0,1,1,0,0,0,3
946659,232,3,73,0.99,0,1,1,0,0,0,9
947924,231,1,6,0.07,365,6,0,0,1,0,3
949648,149,2,1,0.02,0,1,0,0,1,0,3
951908,194,1,0,0.0,365,1,0,0,1,0,8
953409,126,3,29,0.36,55,1,1,0,0,0,3
953560,138,3,58,0.71,365,20,1,0,0,0,3
953767,160,5,92,1.06,219,1,0,0,1,0,3
953857,442,3,2,0.02,365,11,1,0,0,0,3
954630,248,2,7,0.09,364,1,0,0,1,0,3
954777,442,3,3,0.05,365,11,1,0,0,0,9
955310,542,2,86,0.99,88,1,1,0,0,0,3
955514,442,3,0,0.0,365,11,1,0,0,0,9
958021,148,2,10,0.38,322,2,1,0,0,0,6
960286,221,3,17,0.2,355,1,1,0,0,0,3
960342,189,8,0,0.0,0,7,0,0,1,0,3
960374,420,1,19,0.78,280,4,0,0,1,0,3
961067,382,3,73,0.85,364,1,1,0,0,0,3
961578,221,2,7,0.09,365,2,1,0,0,0,3
961989,1089,1,0,0.0,365,1,0,0,1,0,6
962450,188,2,79,0.91,365,1,1,0,0,0,3
963765,500,3,10,0.12,365,2,1,0,0,0,3
963817,260,4,9,0.11,0,1,1,0,0,0,3
963981,332,2,64,0.73,0,1,1,0,0,0,9
964586,1089,1,0,0.0,365,1,0,0,0,1,6
965358,550,1,0,0.0,365,1,0,0,1,0,1
968169,400,1,4,0.09,1,1,0,0,1,0,6
968792,357,5,3,0.04,2,1,1,0,0,0,3
969938,140,2,2,0.03,0,1,0,0,1,0,9
971226,1070,1,0,0.0,365,2,0,0,1,0,8
972974,198,1,0,0.0,365,1,0,0,0,1,1
976096,189,1,21,0.45,89,3,1,0,0,0,3
976978,302,4,2,0.04,0,1,1,0,0,0,3
977324,1350,7,0,0.0,365,1,0,0,1,0,1
979619,442,3,3,0.03,365,11,1,0,0,0,3
980670,149,3,35,1.34,266,3,1,0,0,0,3
981327,1083,5,0,0.0,365,1,0,0,1,0,9
982970,43,3,0,0.0,364,3,0,0,1,0,1
983048,548,5,7,0.09,346,2,1,0,0,0,3
991314,138,5,16,0.19,79,1,1,0,0,0,3
992289,97,3,42,0.87,0,6,0,0,1,0,9
992755,171,1,3,0.03,365,2,1,0,0,0,3
994419,487,3,25,0.3,280,3,1,0,0,0,9
996281,177,3,18,0.21,73,2,1,0,0,0,3
997432,194,1,0,0.0,365,1,0,0,1,0,0
999231,597,2,28,0.32,273,1,1,0,0,0,3
1001426,144,2,22,0.33,364,2,1,0,0,0,9
1002666,199,1,0,0.0,365,1,0,0,1,0,3
1002762,198,1,0,0.0,365,2,0,0,1,0,8
1003896,221,2,19,0.24,356,1,1,0,0,0,3
1004269,247,3,9,0.11,365,1,1,0,0,0,3
1006867,299,1,9,0.16,259,4,0,0,1,0,3
1007227,467,1,0,0.0,365,1,0,0,1,0,6
1008537,807,5,12,0.14,278,23,1,0,0,0,3
1008831,478,14,0,0.0,365,1,1,0,0,0,2
1011203,302,7,0,0.0,1,1,0,0,0,1,5
1013191,401,2,25,0.3,363,3,1,0,0,0,6
1014428,221,1,16,0.3,365,1,0,0,1,0,9
1018694,160,3,94,1.21,300,1,1,0,0,0,9
1018724,183,3,93,1.21,180,2,1,0,0,0,3
1021489,43,3,13,0.24,364,2,0,0,1,0,3
1024979,442,3,0,0.0,365,11,0,0,1,0,9
1024991,691,3,1,0.33,365,1,1,0,0,0,3
1031743,203,1,0,0.0,365,1,0,0,1,0,3
1033727,232,3,62,1.16,362,1,1,0,0,0,9
1034636,1493,3,0,0.0,365,11,1,0,0,0,9
1036677,77,3,11,0.14,364,2,0,0,1,0,3
1038105,825,5,5,0.29,83,1,1,0,0,0,6
1038707,442,3,2,0.03,365,11,1,0,0,0,9
1038738,88,3,20,0.53,89,1,0,0,1,0,3
1039353,203,1,0,0.0,365,1,0,0,1,0,6
1039497,1001,10,0,0.0,365,1,1,0,0,0,5
1042843,288,3,13,0.17,365,3,0,0,1,0,3
1044003,302,5,4,0.05,365,1,1,0,0,0,3
1046431,498,4,22,0.26,328,2,1,0,0,0,9
1046687,200,1,0,0.0,365,1,0,0,1,0,7
1047603,302,2,0,0.0,365,1,0,0,1,0,3
1049140,209,3,23,0.27,80,5,1,0,0,0,6
1056543,178,3,1,0.2,0,2,0,0,1,0,9
1058881,302,2,2,0.25,364,8,1,0,0,0,6
1063294,825,1,3,0.09,365,4,0,0,1,0,3
1065597,525,2,6,0.07,328,5,1,0,0,0,9
1066654,160,3,3,0.04,365,4,0,0,1,0,3
1071337,137,2,4,0.09,363,4,0,0,1,0,6
1071609,148,2,2,0.04,363,4,0,0,1,0,6
1076794,341,1,3,0.07,365,2,0,0,1,0,5
1085538,232,2,35,0.74,357,2,1,0,0,0,9
1085939,648,2,0,0.0,0,1,1,0,0,0,6
1086624,189,2,5,0.17,2,2,1,0,0,0,3
1088909,702,21,0,0.0,0,1,1,0,0,0,3
1094928,33,2,45,0.86,0,2,1,0,0,0,9
1099123,351,3,6,0.09,0,1,1,0,0,0,3
1107020,242,5,53,0.62,158,1,1,0,0,0,6
1107225,299,2,15,0.19,361,4,1,0,0,0,3
1107521,103,1,99,1.16,0,2,1,0,0,0,3
1110416,166,3,24,0.33,0,1,1,0,0,0,9
1111056,542,2,3,0.09,364,1,1,0,0,0,6
1115411,249,4,0,0.0,0,3,1,0,0,0,3
1118194,481,5,17,0.24,363,1,1,0,0,0,9
1120765,72,7,18,0.27,2,2,1,0,0,0,3
1123867,247,2,9,0.15,363,2,0,0,1,0,3
1129594,500,5,0,0.0,365,1,0,0,1,0,8
1131446,97,7,9,0.11,365,2,1,0,0,0,3
1133331,232,1,61,0.74,337,2,1,0,0,0,3
1134569,122,5,23,0.29,0,2,1,0,0,0,9
1146882,918,2,28,0.37,2,5,1,0,0,0,9
1147839,492,4,11,0.17,364,5,1,0,0,0,3
1149627,332,3,75,0.95,362,1,1,0,0,0,9
1150993,756,3,21,0.26,355,1,1,0,0,0,5
1151855,500,1,4,0.08,365,1,1,0,0,0,9
1152880,183,15,6,0.09,365,2,1,0,0,0,3
1158141,138,1,66,0.86,365,9,0,0,1,0,3
1158770,232,10,36,0.43,365,9,1,0,0,0,3
1163118,382,4,95,1.24,357,11,1,0,0,0,9
1163119,249,3,22,0.28,348,11,1,0,0,0,9
1171303,999,1,2,0.03,2,1,0,0,1,0,3
1173981,94,2,13,0.17,365,5,0,0,1,0,3
1174302,97,2,60,0.76,2,5,0,0,1,0,3
1182077,1106,3,0,0.0,365,11,0,0,1,0,9
1183501,448,2,14,0.17,206,11,1,0,0,0,9
1185423,393,5,2,0.68,343,4,1,0,0,0,3
1186026,1350,1,0,0.0,365,1,1,0,0,0,6
1190290,1199,2,0,0.0,365,1,1,0,0,0,7
1196307,199,3,25,0.31,341,1,1,0,0,0,3
1198333,177,2,49,0.65,179,1,1,0,0,0,3
1198529,157,2,9,0.11,0,1,1,0,0,0,9
1203330,149,5,17,0.24,277,2,1,0,0,0,3
1203715,632,2,7,0.09,0,1,1,0,0,0,6
1204703,352,1,2,0.03,365,1,1,0,0,0,9
1213618,247,3,9,0.11,365,1,1,0,0,0,3
1213672,385,3,11,0.14,358,1,1,0,0,0,9
1214259,660,2,2,0.03,88,28,1,0,0,0,3
1215717,597,4,24,0.29,180,1,1,0,0,0,9
1222292,608,3,26,0.31,365,1,1,0,0,0,3
1224109,400,4,0,0.0,364,2,1,0,0,0,6
1226009,359,2,16,0.19,141,9,0,0,1,0,3
1226081,133,3,93,1.13,364,2,1,0,0,0,3
1229042,132,3,11,0.17,363,2,0,0,1,0,3
1229043,198,3,0,0.0,364,2,0,0,1,0,3
1231208,199,1,5,0.06,0,1,0,0,1,0,6
1235313,1649,4,0,0.0,173,1,1,0,0,0,9
1243975,802,15,0,0.0,358,1,1,0,0,0,3
1246502,249,5,87,1.04,185,4,1,0,0,0,9
1249089,166,2,44,0.54,365,2,0,0,1,0,3
1255140,65,1,15,0.2,365,2,0,0,1,0,2
1259757,343,3,1,0.04,363,2,1,0,0,0,3
1262464,830,1,0,0.0,0,1,1,0,0,0,9
1262967,448,2,49,1.24,364,1,1,0,0,0,3
1264811,88,2,81,0.99,0,1,1,0,0,0,3
1267235,497,3,1,0.01,1,1,1,0,0,0,9
1268297,99,3,5,0.33,361,2,1,0,0,0,3
1270151,874,4,4,0.06,0,1,1,0,0,0,3
1271265,133,2,23,0.32,357,1,1,0,0,0,3
1273525,121,2,18,0.22,364,6,0,0,1,0,6
1273526,799,7,2,0.03,365,6,1,0,0,0,6
1274323,1106,4,5,0.09,358,1,1,0,0,0,3
1274695,592,2,14,0.19,358,1,1,0,0,0,9
1276494,148,2,4,0.09,364,4,0,0,1,0,6
1279480,160,1,80,0.97,134,2,1,0,0,0,3
1288700,160,2,31,0.56,178,2,1,0,0,0,9
1292355,100,1,89,1.06,365,5,0,0,1,0,3
1292425,100,1,89,1.06,365,5,0,0,0,1,3
1292491,199,2,48,0.61,312,1,1,0,0,0,9
1297357,99,5,26,0.32,0,3,0,0,1,0,3
1297489,99,4,15,0.18,145,3,0,0,1,0,3
1297859,151,3,1,0.01,0,6,1,0,0,0,8
1300349,227,3,0,0.0,365,1,1,0,0,0,3
1303400,553,2,12,0.16,365,1,1,0,0,0,3
1303580,209,15,16,0.19,153,2,1,0,0,0,9
1310141,198,2,7,0.13,269,1,1,0,0,0,3
1310935,99,2,30,0.42,180,1,0,0,1,0,3
1313443,698,5,1,0.01,363,1,1,0,0,0,9
1317112,409,4,11,0.19,365,1,1,0,0,0,3
1325873,299,1,2,0.05,364,7,1,0,0,0,3
1325877,160,5,6,0.08,364,7,1,0,0,0,3
1327482,148,21,12,0.15,364,1,1,0,0,0,9
1330376,398,3,55,0.71,306,2,1,0,0,0,3
1331327,390,4,2,0.04,83,1,1,0,0,0,3
1331587,702,2,14,0.18,2,5,1,0,0,0,9
1332653,199,3,0,0.0,328,2,1,0,0,0,3
1334401,498,5,3,0.05,88,2,1,0,0,0,3
1336687,83,5,7,0.09,0,1,0,0,1,0,3
1336976,660,7,4,0.06,365,9,1,0,0,0,9
1336978,550,3,9,0.12,365,9,1,0,0,0,9
1345879,1891,1,0,0.0,1,1,1,0,0,0,8
1348194,429,2,8,0.12,363,2,1,0,0,0,3
1348968,189,3,85,1.02,0,8,1,0,0,0,3
1352724,177,3,34,0.42,89,1,1,0,0,0,3
1354470,302,3,68,0.85,0,14,1,0,0,0,6
1359067,398,1,2,0.12,173,1,1,0,0,0,9
1360777,210,5,8,0.17,365,1,1,0,0,0,3
1363540,77,2,52,0.65,0,1,1,0,0,0,3
1372354,348,2,6,0.08,365,1,1,0,0,0,9
1372831,205,4,58,0.73,365,1,1,0,0,0,3
1377328,999,2,2,0.03,365,4,1,0,0,0,9
1377640,810,7,3,0.04,365,1,1,0,0,0,6
1382047,1001,3,6,0.08,365,4,1,0,0,0,9
1382413,199,15,14,0.81,352,2,1,0,0,0,9
1382644,599,4,0,0.0,362,1,1,0,0,0,6
1386404,293,5,26,0.31,220,23,1,0,0,0,9
1387403,177,5,16,0.25,54,1,1,0,0,0,3
1393685,302,3,3,0.11,329,3,0,0,1,0,3
1397942,82,2,14,0.18,365,3,0,0,0,1,3
1403626,122,2,31,0.38,345,1,1,0,0,0,3
1404197,66,1,71,0.87,270,1,0,0,1,0,5
1408720,492,2,7,0.11,365,1,0,0,1,0,3
1412255,281,10,33,0.42,0,1,1,0,0,0,9
1416163,775,2,5,0.06,365,4,1,0,0,0,9
1416673,890,7,0,0.0,365,2,1,0,0,0,3
1416980,221,3,22,0.34,226,2,1,0,0,0,9
1426055,247,3,16,0.24,326,1,1,0,0,0,9
1427233,249,5,13,0.16,365,2,1,0,0,0,3
1428202,248,1,4,0.08,365,1,1,0,0,0,7
1433695,497,3,3,0.2,365,1,0,0,1,0,3
1434123,649,3,2,0.65,237,2,1,0,0,0,9
1437658,183,1,0,0.0,342,1,1,0,0,0,3
1458993,194,5,18,0.22,296,2,1,0,0,0,3
1459309,387,3,44,0.57,252,3,1,0,0,0,3
1461998,486,2,21,0.26,2,2,1,0,0,0,3
1462059,498,4,2,0.03,317,5,1,0,0,0,3
1462127,431,15,4,0.06,173,5,1,0,0,0,3
1466924,465,7,0,0.0,365,1,0,0,1,0,5
1471275,597,4,5,0.1,358,1,1,0,0,0,9
1483150,398,4,45,0.56,0,1,1,0,0,0,3
1483182,130,1,31,0.39,1,3,0,0,1,0,9
1487694,71,1,33,0.42,362,10,0,0,1,0,6
1489138,116,4,16,0.28,177,1,0,0,1,0,3
1492192,198,1,6,0.65,177,1,0,0,1,0,3
1494463,133,7,64,0.79,363,1,1,0,0,0,3
1497622,181,5,31,0.38,240,1,1,0,0,0,3
1498433,382,2,73,0.95,324,1,1,0,0,0,9
1503835,216,5,4,0.06,365,13,1,0,0,0,3
1514052,181,1,15,0.23,364,2,0,0,1,0,3
1514943,198,1,16,0.2,362,1,0,0,1,0,3
1515688,132,2,6,0.15,180,1,1,0,0,0,3
1515913,122,3,74,0.9,20,1,1,0,0,0,3
1521300,122,8,31,0.39,365,2,1,0,0,0,3
1524344,148,4,43,0.53,298,1,1,0,0,0,6
1525655,148,4,45,0.55,162,4,1,0,0,0,3
1530076,82,2,6,0.11,364,4,1,0,0,0,8
1530240,225,10,0,0.0,173,1,1,0,0,0,6
1530241,133,4,39,0.54,351,13,1,0,0,0,3
1531026,159,3,22,0.28,358,1,1,0,0,0,3
1535581,405,3,2,0.04,299,1,1,0,0,0,3
1545977,451,2,85,1.17,347,2,1,0,0,0,6
1556381,247,3,0,0.0,365,1,0,0,1,0,3
1556684,221,3,12,0.15,0,2,1,0,0,0,3
1557223,127,1,99,1.27,364,1,0,0,1,0,3
1560214,232,2,0,0.0,365,1,1,0,0,0,3
1560444,371,2,9,0.14,365,18,1,0,0,0,3
1561142,1600,3,1,0.02,309,18,1,0,0,0,5
1570745,454,3,1,0.03,339,1,1,0,0,0,8
1573546,288,4,72,0.89,183,10,1,0,0,0,9
1574755,799,4,2,0.07,177,1,1,0,0,0,9
1576178,592,2,40,0.49,178,1,1,0,0,0,3
1577088,382,2,12,0.16,364,1,1,0,0,0,3
1577986,288,4,18,0.25,268,6,1,0,0,0,3
1578414,359,5,50,0.63,88,2,1,0,0,0,9
1581965,351,3,4,0.09,1,1,1,0,0,0,3
1582963,803,2,11,0.15,363,1,1,0,0,0,6
1583179,448,2,81,1.0,363,1,1,0,0,0,9
1584097,379,2,0,0.0,365,1,0,0,1,0,3
1588234,401,3,3,0.05,364,1,1,0,0,0,3
1588734,1355,7,12,0.17,363,2,1,0,0,0,9
1588815,238,30,56,0.69,339,1,1,0,0,0,3
1589483,321,2,12,0.17,365,5,1,0,0,0,9
1591940,658,3,3,0.04,268,7,1,0,0,0,9
1593570,88,2,65,0.8,32,3,1,0,0,0,3
1596242,348,3,85,1.1,91,7,1,0,0,0,3
1597516,138,3,24,0.37,176,1,1,0,0,0,3
1602296,553,3,25,0.32,279,2,1,0,0,0,9
1605722,288,2,12,0.15,322,11,1,0,0,0,9
1606055,299,1,18,0.35,0,1,1,0,0,0,9
1608023,247,1,0,0.0,365,2,0,0,1,0,6
1609505,803,3,2,0.04,358,2,1,0,0,0,9
1610936,297,2,6,0.1,365,7,0,0,1,0,3
1612482,183,30,11,0.14,363,1,1,0,0,0,9
1614378,227,2,0,0.0,0,1,1,0,0,0,9
1614762,183,4,46,0.57,0,2,1,0,0,0,3
1616940,108,3,5,0.07,2,4,1,0,0,0,3
1619203,249,3,5,0.07,0,1,1,0,0,0,3
1621700,151,1,0,0.0,365,1,0,0,1,0,9
1623505,401,3,6,0.15,365,1,1,0,0,0,9
1632132,698,3,0,0.0,365,1,1,0,0,0,8
1632856,247,2,57,0.72,202,2,1,0,0,0,9
1637425,49,7,2,0.04,51,9,0,0,1,0,3
1640669,162,3,100,1.24,2,3,1,0,0,0,3
1640939,247,2,3,0.19,365,4,1,0,0,0,6
1645169,247,2,3,0.23,365,4,1,0,0,0,6
1646429,978,5,1,0.01,0,1,1,0,0,0,3
1648554,297,2,4,0.05,365,7,0,0,1,0,3
1648622,1200,4,3,0.04,269,20,1,0,0,0,3
1655060,77,1,3,0.04,0,1,1,0,0,0,5
1655375,398,4,5,0.07,365,1,0,0,1,0,9
1657350,398,3,9,0.15,362,1,1,0,0,0,6
1659251,71,2,3,0.06,365,2,0,0,1,0,3
1661373,297,3,51,0.64,365,14,1,0,0,0,6
1661482,302,3,92,1.61,85,1,1,0,0,0,6
1661504,248,2,42,1.17,1,14,1,0,0,0,6
1667766,324,5,0,0.0,363,1,0,0,1,0,6
1676116,227,4,44,0.6,362,15,1,0,0,0,3
1676910,188,1,12,0.15,364,1,1,0,0,0,3
1677513,310,3,21,0.28,1,8,1,0,0,0,9
1681211,448,1,0,0.0,0,1,0,0,1,0,3
1681737,299,5,5,0.06,365,1,1,0,0,0,3
1683935,200,2,72,0.89,0,2,1,0,0,0,9
1687443,184,2,3,0.04,1,1,0,0,1,0,3
1687505,183,10,58,0.73,331,9,1,0,0,0,9
1688152,103,2,29,0.38,0,3,1,0,0,0,3
1689515,498,3,17,0.21,2,1,1,0,0,0,9
1693454,1808,1,0,0.0,0,1,1,0,0,0,3
1693576,138,1,57,0.72,365,2,0,0,1,0,3
1697290,288,3,41,0.54,364,10,1,0,0,0,9
1698253,166,4,9,0.17,1,3,1,0,0,0,3
1701579,330,2,14,0.33,268,1,1,0,0,0,6
1702387,1056,7,1,0.01,365,1,1,0,0,0,3
1705153,160,2,95,1.2,365,1,1,0,0,0,3
1707155,99,5,1,0.26,365,2,0,0,1,0,9
1707835,299,5,1,0.01,358,2,1,0,0,0,9
1708211,205,1,52,0.73,365,4,1,0,0,0,9
1708468,310,3,16,0.2,42,1,1,0,0,0,3
1709724,794,21,14,0.18,358,1,1,0,0,0,6
1713296,66,2,6,0.14,365,1,0,0,1,0,9
1716489,220,1,0,0.0,365,1,0,0,1,0,8
1716648,148,2,12,0.15,364,1,1,0,0,0,3
1717081,1649,5,0,0.0,365,1,1,0,0,0,8
1721278,1200,4,4,0.05,358,1,1,0,0,0,9
1723791,247,2,41,0.64,365,4,0,0,1,0,3
1724741,127,3,35,0.49,364,1,1,0,0,0,3
1730811,1399,3,9,0.12,365,1,1,0,0,0,3
1731827,149,1,63,1.38,365,6,1,0,0,0,9
1736351,1001,20,0,0.0,363,1,1,0,0,0,6
1737406,277,2,94,1.21,141,1,1,0,0,0,3
1737518,100,3,44,0.72,337,2,0,0,1,0,9
1738018,1272,4,0,0.0,363,2,1,0,0,0,3
1740870,148,2,6,0.08,90,2,0,0,1,0,6
1740875,151,4,3,0.04,363,2,0,0,1,0,6
1742918,119,5,2,0.03,0,1,0,0,1,0,3
1746609,605,2,10,0.22,179,1,1,0,0,0,8
1748948,277,5,30,0.38,363,1,1,0,0,0,3
1755721,600,6,3,0.05,365,1,1,0,0,0,3
1755890,478,2,33,0.41,182,4,1,0,0,0,6
1758915,393,5,8,0.2,363,1,1,0,0,0,9
1760846,160,3,25,0.33,364,20,1,0,0,0,3
1761702,502,3,10,0.13,0,1,1,0,0,0,5
1762500,171,2,79,1.0,163,1,1,0,0,0,3
1763373,1502,3,0,0.0,2,7,1,0,0,0,3
1763815,442,1,12,0.18,365,18,1,0,0,0,9
1763845,830,1,34,0.44,359,18,1,0,0,0,9
1763878,498,1,2,0.04,365,18,1,0,0,0,9
1766232,348,2,14,0.18,363,1,1,0,0,0,3
1767514,525,1,19,0.24,365,18,1,0,0,0,9
1772732,332,1,47,0.61,357,18,1,0,0,0,9
1772800,221,3,21,0.27,365,18,1,0,0,0,3
1772950,1101,4,16,0.27,333,3,1,0,0,0,3
1773593,697,3,5,0.45,308,3,1,0,0,0,3
1777011,387,3,24,0.33,365,18,1,0,0,0,9
1777650,216,1,1,0.02,0,1,1,0,0,0,3
1777740,1842,4,1,0.33,269,20,1,0,0,0,3
1782628,181,2,5,0.11,365,1,1,0,0,0,5
1784223,148,2,3,0.04,365,1,0,0,1,0,6
1784769,1501,1,0,0.0,365,1,1,0,0,0,9
1786827,351,3,18,0.25,365,4,1,0,0,0,3
1790577,420,6,4,0.06,87,1,1,0,0,0,3
1792409,902,14,59,0.77,237,1,1,0,0,0,9
1795900,247,2,7,0.09,152,4,1,0,0,0,6
1801968,232,5,1,0.06,0,1,1,0,0,0,3
1802374,146,6,4,0.23,1,9,1,0,0,0,3
1802902,188,3,56,0.74,114,1,1,0,0,0,3
1806967,159,3,20,0.28,365,14,1,0,0,0,8
1810317,398,2,9,0.17,364,2,1,0,0,0,3
1810564,599,5,0,0.0,365,2,1,0,0,0,6
1810603,199,7,39,0.5,216,1,1,0,0,0,9
1811273,154,2,18,0.23,298,1,0,0,1,0,3
1811801,332,1,53,0.67,365,18,1,0,0,0,9
1813408,440,2,0,0.0,365,1,1,0,0,0,4
1814886,448,2,4,0.05,250,1,1,0,0,0,9
1817143,453,3,1,0.06,151,5,1,0,0,0,3
1817507,199,3,5,0.17,356,1,1,0,0,0,3
1818064,183,2,7,0.11,364,2,1,0,0,0,3
1821758,330,1,3,0.06,298,2,0,0,1,0,3
1825112,830,2,5,0.07,359,18,1,0,0,0,9
1825745,302,2,5,0.06,332,1,1,0,0,0,3
1827758,133,2,58,0.72,349,5,1,0,0,0,3
1827849,138,2,24,0.31,365,4,0,0,1,0,3
1830394,121,1,17,0.22,180,2,0,0,1,0,3
1831225,500,1,0,0.0,365,3,1,0,0,0,6
1831772,183,3,23,0.3,26,2,1,0,0,0,3
1834464,304,1,20,0.25,365,18,1,0,0,0,3
1835793,183,4,9,0.14,242,1,1,0,0,0,3
1838985,352,30,15,0.19,365,2,1,0,0,0,9
1840858,548,3,0,0.0,0,1,1,0,0,0,3
1841457,1404,4,2,0.03,365,1,1,0,0,0,3
1841739,293,3,80,1.02,180,1,1,0,0,0,3
1844578,122,1,11,0.15,365,4,0,0,1,0,3
1844920,676,2,8,0.11,358,1,1,0,0,0,3
1846927,170,2,4,0.06,358,1,0,0,1,0,8
1849658,299,2,0,0.0,112,2,1,0,0,0,3
1850147,232,4,19,0.24,362,1,1,0,0,0,3
1850325,324,2,49,0.62,1,1,0,0,1,0,9
1850972,199,2,3,0.06,0,1,1,0,0,0,3
1855411,341,1,11,0.14,365,2,1,0,0,0,6
