id,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,calculated_host_listings_count,Entire home/apt,Hotel room,Private room,Shared room,neighbourhood_labels
26255209,138,5,0,0.0,0,11,0,1,0,0,6
26255883,137,5,2,0.09,67,11,1,0,0,0,6
26256071,138,5,1,0.05,0,11,1,0,0,0,6
26257920,199,3,0,0.0,0,1,1,0,0,0,3
26273713,288,7,3,0.71,96,1,1,0,0,0,9
26275402,148,2,7,0.41,179,2,1,0,0,0,8
26275626,133,4,3,0.18,363,2,1,0,0,0,3
26277965,149,2,3,1.03,0,1,0,0,1,0,3
26278298,121,2,10,0.45,228,2,1,0,0,0,6
26282380,122,3,26,1.12,0,3,1,0,0,0,3
26302412,104,3,13,0.61,349,7,0,0,1,0,6
26303957,929,1,1,0.05,365,3,1,0,0,0,9
26314881,346,2,0,0.0,360,1,1,0,0,0,3
26320509,1600,1,1,0.09,365,4,0,0,1,0,5
26327675,269,15,0,0.0,363,1,1,0,0,0,6
26337830,199,2,21,1.11,117,1,1,0,0,0,3
26348084,209,2,9,0.47,88,2,1,0,0,0,8
26349989,332,2,10,0.44,299,16,1,0,0,0,9
26358596,200,1,71,3.12,3,4,1,0,0,0,6
26360176,807,4,2,0.09,266,1,1,0,0,0,3
26368678,44,4,3,0.18,364,1,0,0,1,0,8
26384256,199,3,0,0.0,0,11,0,1,0,0,6
26385207,199,3,0,0.0,0,11,1,0,0,0,6
26385520,55,7,2,0.09,0,1,0,0,1,0,8
26393846,231,3,22,0.96,89,1,1,0,0,0,6
26417065,160,1,1,0.42,363,1,1,0,0,0,3
26442271,382,4,1,0.21,363,4,0,0,1,0,3
26448988,220,1,63,2.73,33,1,1,0,0,0,9
26462094,199,3,0,0.0,365,6,1,0,0,0,3
26463049,144,2,55,2.4,1,1,1,0,0,0,3
26473107,111,18,0,0.0,0,1,1,0,0,0,3
26474342,99,1,12,0.54,267,2,1,0,0,0,8
26474537,308,4,4,0.23,365,3,1,0,0,0,6
26475954,89,1,7,0.31,0,5,0,0,1,0,4
26484276,198,2,85,3.7,123,1,1,0,0,0,6
26487252,299,3,16,0.77,365,1,1,0,0,0,3
26489353,103,1,33,1.68,164,1,1,0,0,0,3
26496473,302,4,4,0.17,298,1,1,0,0,0,5
26499077,431,7,0,0.0,180,1,1,0,0,0,3
26501185,220,2,2,0.48,90,2,1,0,0,0,3
26501496,282,2,1,0.09,90,2,1,0,0,0,3
26525447,171,3,14,0.62,0,1,1,0,0,0,6
26527182,253,2,49,2.25,89,1,1,0,0,0,6
26529520,238,3,6,0.35,0,1,1,0,0,0,3
26529588,138,2,77,3.38,148,1,1,0,0,0,3
26529837,249,7,61,2.93,113,3,1,0,0,0,9
26552395,160,4,1,0.06,0,11,1,0,0,0,6
26556648,249,2,3,0.39,0,1,1,0,0,0,3
26564783,332,2,65,2.95,146,1,1,0,0,0,3
26567631,282,3,6,0.31,35,1,1,0,0,0,3
26568179,55,1,0,0.0,0,1,0,0,1,0,8
26571137,100,1,1,0.05,0,1,1,0,0,0,2
26572956,86,30,0,0.0,179,1,0,0,1,0,2
26582242,122,1,0,0.0,0,1,0,0,1,0,9
26594526,149,1,0,0.0,0,1,1,0,0,0,3
26594612,394,2,0,0.0,0,1,0,0,1,0,5
26598178,177,7,3,0.18,0,1,1,0,0,0,3
26601121,227,2,3,0.18,357,1,1,0,0,0,3
26605448,99,2,4,0.18,144,1,1,0,0,0,3
26619200,121,2,4,0.18,365,1,0,0,1,0,8
26624318,111,2,56,2.5,92,1,1,0,0,0,3
26627970,124,2,57,2.51,178,1,1,0,0,0,3
26631157,99,7,0,0.0,88,1,0,0,0,1,8
26635542,242,4,4,0.27,354,1,1,0,0,0,3
26638844,199,25,47,2.1,88,1,1,0,0,0,3
26642487,238,2,0,0.0,0,1,0,0,1,0,3
26643329,149,2,90,4.02,157,8,0,0,1,0,9
26655168,72,2,1,0.04,0,4,1,0,0,0,9
26667274,160,2,5,0.23,0,1,1,0,0,0,3
26668653,133,1,1,0.07,0,1,0,0,1,0,3
26683676,71,2,2,0.11,364,1,0,0,1,0,3
26688502,302,2,55,2.42,233,1,1,0,0,0,6
26689558,113,1,42,1.86,342,2,1,0,0,0,4
26690509,49,10,0,0.0,365,3,0,0,1,0,8
26690630,55,10,0,0.0,365,3,0,0,1,0,8
26701899,220,4,5,0.29,173,2,1,0,0,0,6
26702654,288,10,2,0.1,0,1,1,0,0,0,9
26708836,1117,6,0,0.0,292,2,1,0,0,0,3
26712189,119,2,34,2.26,89,1,0,0,1,0,3
26712678,104,5,16,0.74,166,1,1,0,0,0,6
26713925,247,3,34,1.58,172,1,1,0,0,0,6
26714028,146,2,6,0.27,363,1,1,0,0,0,5
26714478,61,1,1,0.05,359,1,0,0,1,0,3
26715929,127,2,27,1.3,141,6,0,0,1,0,9
26715989,171,3,4,0.36,0,1,1,0,0,0,3
26717172,122,2,26,1.33,141,6,0,0,1,0,9
26717443,379,1,32,1.45,362,1,1,0,0,0,6
26734825,1783,3,1,0.21,0,15,1,0,0,0,9
26739015,77,3,3,0.16,0,2,0,0,1,0,3
26739749,847,2,8,0.6,88,3,1,0,0,0,9
26745655,271,1,34,1.7,174,1,1,0,0,0,3
26746489,82,1,13,0.6,5,3,0,0,1,0,6
26764168,93,2,19,0.86,144,1,1,0,0,0,6
26773608,126,2,27,1.21,299,1,1,0,0,0,8
26773918,89,1,1,0.07,0,7,0,0,1,0,3
26775508,138,1,4,0.19,365,8,0,0,1,0,3
26782057,138,3,12,0.72,180,2,1,0,0,0,3
26782900,199,1,45,2.05,317,1,0,0,1,0,3
26785666,122,7,29,1.32,359,10,1,0,0,0,3
26795835,492,3,6,0.28,180,1,1,0,0,0,3
26804165,133,4,1,0.05,179,21,1,0,0,0,3
26804786,442,3,10,0.5,54,2,1,0,0,0,3
26805271,88,1,5,0.29,344,1,0,0,1,0,8
26805395,248,3,18,0.91,365,1,1,0,0,0,6
26806217,39,1,1,0.05,0,1,0,0,0,1,3
26810713,148,1,27,1.27,89,2,1,0,0,0,5
26814181,121,3,7,0.32,359,1,1,0,0,0,3
26828223,77,4,68,3.07,43,1,1,0,0,0,3
26830858,302,4,1,0.06,89,4,1,0,0,0,3
26832969,162,2,8,0.36,363,1,1,0,0,0,8
26841559,44,1,5,0.27,364,1,0,0,1,0,3
26866880,88,30,0,0.0,365,1,0,0,1,0,3
26890519,332,4,4,0.52,365,1,1,0,0,0,9
26894557,200,1,1,0.06,365,3,0,0,1,0,6
26897486,155,3,26,1.29,177,2,1,0,0,0,3
26899030,61,1,0,0.0,0,1,0,0,1,0,6
26916268,792,2,1,0.07,88,3,1,0,0,0,9
26917290,627,2,0,0.0,53,1,0,0,1,0,5
26924711,137,2,13,0.6,66,1,1,0,0,0,5
26933803,66,1,0,0.0,0,1,0,0,1,0,3
26941548,181,2,37,1.66,44,24,1,0,0,0,6
26946106,121,3,1,0.05,267,1,1,0,0,0,3
26949174,902,1,5,0.22,363,1,1,0,0,0,6
26949205,132,2,49,2.22,144,1,1,0,0,0,3
26952359,409,1,16,0.87,0,20,1,0,0,0,3
26958540,149,2,30,1.33,176,1,1,0,0,0,3
26978861,149,3,1,0.05,0,3,1,0,0,0,9
26989973,104,1,1,0.13,23,1,0,0,1,0,5
26990671,50,14,8,0.42,222,2,1,0,0,0,3
26996243,1501,15,0,0.0,365,2,1,0,0,0,1
27006766,420,3,3,0.2,180,1,1,0,0,0,3
27012681,503,7,19,0.87,278,2,1,0,0,0,3
27019864,1001,1,1,0.21,173,3,1,0,0,0,3
27021890,802,5,8,0.44,195,17,1,0,0,0,3
27028645,99,2,6,0.35,364,2,0,0,1,0,3
27050164,431,5,0,0.0,363,4,0,0,1,0,3
27050569,431,4,1,0.06,89,4,0,0,1,0,3
27051211,44,1,42,1.9,364,1,0,0,1,0,8
27053846,409,5,0,0.0,266,4,1,0,0,0,3
27057439,288,2,74,3.41,286,5,1,0,0,0,3
27062425,76,1,0,0.0,89,1,1,0,0,0,4
27065496,299,3,3,0.14,0,4,0,0,1,0,9
27081519,802,1,2,0.13,0,1,1,0,0,0,3
27086774,498,2,0,0.0,0,1,1,0,0,0,9
27087651,159,2,7,0.32,180,1,1,0,0,0,6
27088367,149,1,2,0.12,0,1,1,0,0,0,5
27088900,194,2,17,0.77,194,1,1,0,0,0,9
27089332,122,2,3,0.14,0,1,1,0,0,0,3
27094535,77,1,1,0.07,365,2,0,0,1,0,6
27103487,92,2,4,0.23,364,1,0,0,1,0,5
27103970,165,1,40,1.78,349,3,0,1,0,0,3
27110993,183,4,1,0.3,115,1,1,0,0,0,3
27114736,171,2,0,0.0,0,1,1,0,0,0,3
27126842,133,1,0,0.0,0,1,1,0,0,0,9
27128472,588,2,17,0.76,180,2,1,0,0,0,6
27133624,100,3,0,0.0,0,1,0,0,1,0,9
27136090,282,3,5,0.24,364,1,1,0,0,0,3
27139044,49,1,4,0.2,179,1,0,0,1,0,8
27139786,498,2,1,0.13,88,1,1,0,0,0,9
27157410,281,2,2,0.25,359,1,1,0,0,0,6
27161222,1383,4,0,0.0,113,10,1,0,0,0,9
27161281,352,2,0,0.0,365,1,1,0,0,0,6
27162780,44,1,14,0.65,0,1,0,0,1,0,6
27165477,1399,4,6,0.29,2,7,1,0,0,0,3
27166502,194,3,0,0.0,0,1,1,0,0,0,3
27166880,183,2,8,0.4,0,2,1,0,0,0,3
27167746,94,3,14,0.66,0,2,1,0,0,0,3
27175320,371,6,5,0.29,0,1,1,0,0,0,3
27182901,753,30,20,0.95,236,3,1,0,0,0,6
27190451,149,2,0,0.0,0,1,1,0,0,0,3
27195734,299,2,20,0.9,22,15,1,0,0,0,9
27198797,199,4,2,0.12,203,1,1,0,0,0,3
27201070,121,2,53,2.38,265,1,1,0,0,0,6
27203904,38,1,22,1.12,93,1,0,0,1,0,8
27204420,299,2,12,0.56,0,1,1,0,0,0,9
27204877,160,6,9,0.49,81,5,1,0,0,0,3
27210274,71,2,0,0.0,329,4,1,0,0,0,9
27215754,481,1,1,0.13,90,8,0,0,1,0,3
27219893,100,2,3,0.15,0,3,0,0,1,0,3
27224605,59,1,11,0.64,0,3,0,0,1,0,8
27225255,280,2,4,0.19,365,1,1,0,0,0,6
27230820,130,2,3,0.38,0,1,0,0,1,0,9
27231831,302,5,0,0.0,87,1,1,0,0,0,6
27248468,200,1,0,0.0,365,1,0,0,1,0,3
27251254,352,1,2,0.09,173,1,1,0,0,0,3
27262039,149,3,2,0.18,297,1,1,0,0,0,3
27267268,110,1,2,0.12,329,5,1,0,0,0,6
27274459,420,3,29,1.48,166,6,1,0,0,0,9
27274677,121,10,30,1.42,260,2,1,0,0,0,6
27277575,293,2,1,0.13,365,6,1,0,0,0,3
27281781,171,2,57,3.11,315,2,1,0,0,0,3
27284363,337,3,8,0.54,346,2,1,0,0,0,9
27287764,121,2,16,0.74,90,1,1,0,0,0,6
27288442,181,5,2,0.11,179,1,1,0,0,0,3
27292060,103,1,0,0.0,365,1,0,0,1,0,7
27293778,603,3,0,0.0,0,1,1,0,0,0,3
27303163,1199,2,26,1.59,138,1,1,0,0,0,6
27310076,140,1,4,0.22,0,2,0,0,1,0,3
27329387,130,2,0,0.0,365,1,0,0,1,0,0
27335331,82,1,9,0.44,89,1,0,0,1,0,3
27336622,448,7,2,0.12,0,1,1,0,0,0,3
27338750,148,2,0,0.0,363,4,0,0,1,0,6
27339029,451,2,2,0.09,363,4,1,0,0,0,6
27339097,151,2,3,0.14,1,4,0,0,1,0,6
27339609,149,4,0,0.0,0,1,1,0,0,0,3
27341779,154,2,0,0.0,179,13,0,0,1,0,9
27353618,337,3,36,1.76,99,9,1,0,0,0,3
27355783,869,1,2,0.25,90,1,0,0,1,0,6
27359498,71,2,46,2.95,0,2,0,0,1,0,3
27360979,249,5,0,0.0,0,1,1,0,0,0,3
27362648,1924,3,6,0.31,177,1,1,0,0,0,6
27365340,100,2,14,0.64,0,1,1,0,0,0,8
27366036,227,1,3,0.15,69,5,1,0,0,0,9
27397110,151,10,0,0.0,365,1,1,0,0,0,0
27402263,77,3,27,1.26,0,1,0,0,1,0,9
27402980,111,3,3,0.21,201,3,1,0,0,0,3
27403307,122,3,3,0.14,166,3,1,0,0,0,3
27404553,198,2,44,2.02,46,1,1,0,0,0,3
27407150,132,3,11,0.57,96,2,1,0,0,0,8
27418471,60,2,1,0.13,365,6,0,0,1,0,5
27419584,138,2,17,0.94,0,4,0,0,1,0,3
27420892,149,3,5,0.27,365,2,1,0,0,0,3
27421748,578,4,0,0.0,2,4,1,0,0,0,9
27425200,302,1,0,0.0,329,4,0,0,1,0,3
27429420,1748,1,3,0.31,363,8,1,0,0,0,3
27430249,49,1,68,3.31,245,1,0,0,1,0,6
27432091,198,1,2,0.12,329,4,0,0,1,0,3
27433031,166,2,22,1.02,273,13,1,0,0,0,9
27433774,302,4,26,1.21,34,2,1,0,0,0,5
27436047,151,1,0,0.0,365,1,0,0,1,0,8
27436059,66,13,14,0.77,103,5,1,0,0,0,3
27436169,393,2,7,0.37,0,1,1,0,0,0,6
27437849,66,1,14,0.65,147,2,0,0,1,0,6
27445212,100,2,3,0.18,143,2,0,0,1,0,3
27451078,227,2,37,1.75,141,8,1,0,0,0,3
27452750,198,5,3,0.14,180,1,1,0,0,0,6
27456704,100,3,7,1.12,5,2,0,0,1,0,3
27459011,238,1,9,0.44,365,8,0,0,1,0,3
27460693,448,4,0,0.0,358,4,1,0,0,0,3
27461416,132,5,22,1.02,89,2,1,0,0,0,3
27462997,149,3,37,1.76,180,1,1,0,0,0,3
27467923,88,1,5,0.34,359,1,0,0,1,0,8
27479180,198,1,1,0.07,363,1,0,0,1,0,9
27479691,148,1,3,0.17,125,1,1,0,0,0,3
27480584,221,7,6,0.35,0,1,1,0,0,0,9
27485212,362,2,12,0.56,303,6,1,0,0,0,3
27485285,583,3,11,0.64,179,1,1,0,0,0,3
27493196,249,1,52,2.42,356,3,1,0,0,0,9
27498175,398,3,36,1.95,151,1,1,0,0,0,9
27502641,1199,2,0,0.0,362,16,1,0,0,0,5
27502932,1200,1,23,1.54,297,1,1,0,0,0,9
27505039,61,15,3,0.54,362,1,0,0,1,0,3
27508817,38,1,26,1.29,266,1,0,0,1,0,1
27516781,49,1,1,0.06,90,1,0,0,0,1,1
27521953,288,2,38,1.75,124,9,1,0,0,0,3
27523345,398,3,8,0.42,0,1,1,0,0,0,9
27524505,133,3,0,0.0,0,1,1,0,0,0,3
27524898,50,1,15,0.78,89,2,0,0,1,0,3
27541829,183,2,4,0.25,37,18,1,0,0,0,9
27542040,119,7,0,0.0,179,1,0,0,1,0,5
27544050,151,1,50,2.68,84,1,1,0,0,0,3
27546722,103,1,6,0.42,270,6,0,1,0,0,3
27546853,548,4,2,0.09,0,1,0,0,1,0,3
27556173,149,6,0,0.0,0,2,1,0,0,0,3
27562144,92,3,4,0.21,0,14,1,0,0,0,6
27564405,597,7,0,0.0,87,3,1,0,0,0,9
27567348,1300,5,0,0.0,358,4,1,0,0,0,3
27573376,231,15,7,0.34,268,1,1,0,0,0,6
27574823,1001,3,0,0.0,341,4,1,0,0,0,3
27575161,110,1,24,1.11,364,1,0,0,1,0,6
27575768,59,30,0,0.0,0,1,0,0,0,1,9
27576303,199,2,11,0.56,180,3,1,0,0,0,3
27577494,319,3,0,0.0,364,12,1,0,0,0,3
27580719,44,1,3,0.19,88,1,0,0,1,0,3
27580816,111,1,0,0.0,0,1,0,0,1,0,5
27581612,199,1,6,0.41,365,1,0,0,1,0,9
27596681,220,7,0,0.0,364,3,1,0,0,0,3
27598819,802,4,2,0.15,363,4,1,0,0,0,3
27600392,93,3,1,0.06,364,3,1,0,0,0,3
27600749,199,2,39,1.96,138,1,1,0,0,0,3
27602956,77,1,0,0.0,0,1,0,0,1,0,3
27604965,137,4,2,0.12,365,2,0,0,1,0,3
27608283,72,2,1,0.05,363,2,0,0,0,1,6
27610011,385,6,1,0.21,180,1,1,0,0,0,3
27610398,94,1,84,3.91,159,1,0,0,1,0,3
27611058,50,1,0,0.0,0,1,0,0,1,0,3
27618622,148,15,0,0.0,362,6,1,0,0,0,6
27622981,170,4,6,0.35,180,1,1,0,0,0,9
27626196,183,4,4,0.2,0,1,1,0,0,0,8
27626936,149,2,1,0.06,364,1,0,0,1,0,9
27630798,199,4,2,0.1,0,2,1,0,0,0,3
27631701,39,1,6,0.35,0,3,0,0,1,0,8
27649517,248,3,6,0.28,0,5,1,0,0,0,3
27655549,149,3,2,0.13,365,1,1,0,0,0,3
27659327,192,2,2,0.13,365,3,1,0,0,0,6
27661667,247,2,11,1.85,352,1,1,0,0,0,6
27661759,248,2,31,1.49,0,6,1,0,0,0,5
27671097,86,1,9,0.43,144,1,0,0,1,0,4
27682576,100,1,0,0.0,0,1,0,0,1,0,6
27692416,302,2,3,0.17,365,3,1,0,0,0,3
27701417,199,3,36,1.66,264,1,1,0,0,0,3
27702274,94,1,49,2.3,0,2,1,0,0,0,3
27703105,329,1,0,0.0,360,2,1,0,0,0,5
27722068,348,3,4,0.24,65,1,1,0,0,0,3
27727545,187,1,38,1.8,73,5,1,0,0,0,6
27750790,352,2,23,1.07,180,6,0,1,0,0,6
27753009,88,6,0,0.0,363,1,1,0,0,0,5
27754586,249,1,0,0.0,0,1,1,0,0,0,3
27755316,88,3,9,0.49,180,2,0,0,1,0,3
27756316,82,1,36,1.67,113,3,0,0,1,0,3
27757790,44,8,30,1.51,90,2,1,0,0,0,3
27759552,500,1,1,0.12,179,6,1,0,0,0,5
27776380,55,29,1,0.07,0,2,0,0,1,0,3
27777426,188,2,48,2.28,365,5,1,0,0,0,3
27778712,140,5,18,1.06,1,10,1,0,0,0,9
27780369,111,2,1,0.07,113,1,0,0,1,0,3
27783243,500,2,20,1.02,180,6,1,0,0,0,6
27784477,99,10,33,1.58,60,1,1,0,0,0,3
27800145,149,2,49,2.33,213,1,1,0,0,0,3
27801814,564,1,41,2.29,40,1,1,0,0,0,9
27806010,249,1,5,0.29,179,2,0,0,1,0,3
27808818,171,5,22,1.06,180,4,1,0,0,0,3
27808848,82,1,2,0.09,237,2,0,0,1,0,3
27809776,166,1,1,0.06,0,1,1,0,0,0,6
27810478,149,5,0,0.0,0,1,1,0,0,0,3
27813419,599,1,1,0.05,365,2,0,0,1,0,6
27829255,198,1,3,0.14,179,1,1,0,0,0,3
27829438,451,2,3,0.38,360,1,1,0,0,0,9
27830517,93,2,2,0.11,251,2,0,0,1,0,3
27831481,72,2,6,0.29,0,1,0,0,1,0,3
27832594,32,1,0,0.0,364,12,0,0,1,0,5
27835352,187,2,29,1.39,180,2,1,0,0,0,6
27835644,88,7,0,0.0,87,1,0,0,1,0,6
27836892,498,2,0,0.0,0,1,1,0,0,0,3
27843010,297,2,1,0.12,180,3,0,0,1,0,9
27844987,183,15,7,0.42,365,9,1,0,0,0,9
27853733,302,2,39,2.29,178,1,1,0,0,0,3
27864932,88,2,3,0.32,70,5,1,0,0,0,3
27868979,148,2,7,0.34,363,1,1,0,0,0,6
27872192,39,7,4,0.27,0,1,0,0,1,0,3
27876758,151,2,2,0.12,2,1,1,0,0,0,3
27877217,54,1,9,1.12,330,1,0,0,1,0,5
27879051,348,1,2,0.12,0,1,1,0,0,0,9
27893231,76,1,31,1.6,328,4,0,0,1,0,4
27894057,359,1,0,0.0,88,1,1,0,0,0,3
27896691,597,5,1,0.23,87,3,1,0,0,0,9
27896994,93,1,33,1.7,83,1,1,0,0,0,3
27904435,249,3,8,0.4,195,1,1,0,0,0,9
27907980,236,2,9,0.44,363,3,0,0,1,0,9
27908368,77,3,9,0.43,78,1,1,0,0,0,3
27918677,227,5,1,0.06,87,1,1,0,0,0,9
27919648,77,2,19,0.92,365,2,0,0,1,0,6
27923558,65,1,0,0.0,365,12,0,0,1,0,5
27927610,199,7,3,0.15,0,4,0,0,1,0,3
27929148,100,2,2,0.11,89,2,1,0,0,0,3
27929649,199,3,0,0.0,346,6,1,0,0,0,3
27929902,664,5,2,0.09,177,1,1,0,0,0,9
27932816,502,5,2,0.1,365,10,1,0,0,0,6
27932949,199,3,13,0.63,270,3,1,0,0,0,3
27934478,171,3,17,0.99,365,17,1,0,0,0,3
27953947,225,2,5,0.26,179,8,0,0,1,0,8
27954703,77,2,0,0.0,179,8,0,0,0,1,8
27955091,299,3,37,1.76,289,12,1,0,0,0,3
27955107,199,3,2,0.13,90,2,0,0,1,0,3
27955266,211,2,1,0.07,0,8,0,0,1,0,8
27957703,66,2,3,0.15,0,8,0,0,1,0,8
27958107,181,2,2,0.1,174,8,0,0,1,0,8
27958338,255,1,0,0.0,0,1,1,0,0,0,9
27958599,200,2,3,0.15,0,8,0,0,1,0,8
27958935,55,1,2,0.14,179,8,0,0,0,1,8
27960478,151,2,3,0.37,1,1,1,0,0,0,5
27963856,247,14,63,2.99,208,2,1,0,0,0,6
27967067,44,1,0,0.0,365,4,0,0,0,1,9
27974339,103,1,1,0.06,89,1,0,0,1,0,1
27981786,199,2,1,0.05,0,1,0,0,1,0,9
27981893,1344,2,7,0.38,364,1,1,0,0,0,3
27983421,88,3,2,0.26,363,6,1,0,0,0,3
27987124,498,7,0,0.0,88,3,1,0,0,0,9
27989152,100,2,36,1.69,107,1,1,0,0,0,3
27989620,249,3,3,0.18,362,2,1,0,0,0,3
28007974,110,1,27,1.39,216,10,0,0,1,0,6
28008232,132,1,15,0.7,216,10,0,0,1,0,6
28008596,110,1,25,1.3,216,10,0,0,1,0,6
28008685,132,1,12,0.62,216,10,0,0,1,0,6
28012956,44,1,0,0.0,0,4,0,0,0,1,9
28028333,415,2,6,0.35,362,1,1,0,0,0,3
28028611,97,7,0,0.0,89,1,0,0,1,0,8
28034027,249,1,0,0.0,0,1,1,0,0,0,9
28034493,221,5,0,0.0,0,2,1,0,0,0,3
28050293,249,2,6,0.45,35,1,1,0,0,0,9
28050961,220,1,34,1.67,88,1,1,0,0,0,5
28053114,227,2,13,0.69,0,1,1,0,0,0,3
28053241,1502,2,0,0.0,0,1,0,0,1,0,3
28053950,489,3,11,0.59,347,1,1,0,0,0,6
28056196,43,1,0,0.0,365,4,0,0,0,1,9
28071808,110,1,48,2.38,216,10,0,0,1,0,6
28072050,126,1,16,0.8,216,10,0,0,1,0,6
28072322,88,1,0,0.0,89,1,0,0,1,0,3
28073399,49,1,18,0.92,55,12,0,0,1,0,3
28076493,401,2,0,0.0,54,1,1,0,0,0,5
28076908,299,1,2,0.25,173,1,1,0,0,0,3
28078690,249,4,0,0.0,362,1,0,0,1,0,3
28094856,205,4,11,0.53,0,16,1,0,0,0,3
28098044,138,3,16,0.77,72,1,1,0,0,0,3
28098851,242,3,1,0.06,35,2,1,0,0,0,8
28103590,352,2,0,0.0,180,1,1,0,0,0,6
28103907,144,3,4,0.24,94,1,1,0,0,0,3
28104162,198,4,2,0.41,90,1,1,0,0,0,3
28104214,89,2,0,0.0,0,1,0,0,1,0,9
28105586,99,3,9,0.44,365,2,1,0,0,0,8
28106695,249,4,2,0.18,177,5,1,0,0,0,3
28107476,61,4,0,0.0,173,5,0,0,1,0,3
28107531,133,4,13,0.7,244,1,1,0,0,0,3
28109268,249,2,19,1.01,248,3,1,0,0,0,3
28121034,247,2,12,0.7,265,1,1,0,0,0,6
28127481,100,2,4,0.21,0,17,0,0,1,0,6
28129400,198,14,7,0.35,180,1,1,0,0,0,9
28129649,653,4,2,0.13,268,7,1,0,0,0,3
28130085,121,1,19,1.03,362,1,0,0,1,0,6
28131158,148,2,3,0.14,178,1,1,0,0,0,9
28146275,221,25,1,0.05,0,1,1,0,0,0,9
28148574,664,1,33,1.96,33,1,1,0,0,0,3
28150262,122,2,48,2.48,196,1,1,0,0,0,3
28153242,121,1,21,1.01,0,1,1,0,0,0,6
28159597,199,1,7,0.42,179,1,0,0,0,1,3
28175051,72,1,10,0.59,143,4,0,0,1,0,3
28175589,357,5,3,0.18,365,1,0,0,1,0,6
28175650,66,30,0,0.0,365,1,0,0,1,0,3
28175754,220,20,9,1.12,270,1,1,0,0,0,6
28179995,50,7,0,0.0,0,1,0,0,1,0,3
28180006,420,4,23,1.11,180,29,1,0,0,0,9
28181197,199,1,0,0.0,0,1,0,0,1,0,6
28185025,231,2,46,2.2,89,2,1,0,0,0,6
28186698,149,5,1,0.33,0,2,1,0,0,0,3
28187823,348,3,0,0.0,0,2,1,0,0,0,3
28193072,1999,2,2,0.09,90,1,1,0,0,0,6
28200607,55,2,4,0.2,365,2,0,0,1,0,8
28201639,99,1,9,0.6,6,10,0,0,1,0,3
28202232,852,4,4,0.22,0,29,1,0,0,0,9
28202818,200,2,27,1.29,242,1,1,0,0,0,6
28205215,404,1,1,0.05,0,1,0,0,1,0,3
28205250,243,3,4,0.23,0,1,1,0,0,0,3
28206405,149,2,39,1.89,90,5,1,0,0,0,3
28214837,247,2,0,0.0,270,6,0,0,1,0,6
28222848,122,2,18,0.9,51,2,0,0,1,0,3
28225086,149,1,0,0.0,0,1,0,0,1,0,5
28229240,71,2,2,0.11,270,5,0,0,0,1,8
28237425,398,1,1,0.13,0,2,1,0,0,0,4
28238074,55,1,29,1.46,90,4,0,0,1,0,3
28244253,247,2,4,0.24,84,1,1,0,0,0,5
28244552,249,2,0,0.0,364,1,1,0,0,0,3
28246144,149,3,1,0.13,178,10,0,0,1,0,3
28248498,89,4,7,0.38,0,1,1,0,0,0,6
28249502,110,2,34,2.04,357,5,0,0,1,0,3
28250293,127,2,14,0.69,90,2,1,0,0,0,3
28251730,221,1,46,2.26,0,1,1,0,0,0,6
28251926,100,4,4,0.22,0,1,0,0,1,0,9
28252978,89,1,5,0.24,0,3,0,0,1,0,3
28254760,178,4,40,2.12,242,1,1,0,0,0,3
28255102,264,2,0,0.0,269,1,1,0,0,0,6
28255765,116,4,9,0.5,179,4,0,0,1,0,3
28268492,144,2,58,2.78,365,1,1,0,0,0,3
28274271,498,15,5,0.31,90,1,1,0,0,0,3
28274850,498,4,1,0.13,365,1,1,0,0,0,6
28279625,88,2,57,2.98,210,2,1,0,0,0,3
28281830,299,7,24,1.15,255,1,1,0,0,0,9
28282243,148,3,10,0.59,6,2,1,0,0,0,6
28283513,177,4,1,0.08,364,4,1,0,0,0,3
28299870,83,15,78,3.75,0,1,1,0,0,0,3
28301255,119,5,7,0.41,0,10,1,0,0,0,3
28302377,138,1,8,0.47,240,5,1,0,0,0,9
28306864,170,2,0,0.0,364,2,0,0,1,0,6
28308771,321,2,5,0.29,42,1,1,0,0,0,3
28309182,498,2,29,1.57,174,1,1,0,0,0,3
28313882,1067,2,4,0.19,365,1,0,0,1,0,6
28327904,238,7,4,0.43,2,9,1,0,0,0,9
28342450,99,2,5,0.26,35,17,0,0,1,0,6
28355903,280,2,0,0.0,178,2,0,0,1,0,6
28360684,70,1,45,2.33,0,4,0,0,1,0,3
28362061,199,2,5,0.24,0,1,1,0,0,0,3
28363820,442,2,25,1.39,43,1,1,0,0,0,9
28364763,225,2,5,0.28,303,1,1,0,0,0,9
28371337,81,1,1,0.12,247,5,0,0,1,0,6
28380146,88,1,2,0.1,364,3,0,0,1,0,3
28394408,181,2,3,0.27,365,2,1,0,0,0,9
28400565,572,2,0,0.0,178,2,0,0,1,0,6
28403642,103,2,5,0.24,362,1,1,0,0,0,3
28411047,72,2,1,0.05,0,1,0,0,1,0,9
28411690,247,2,9,0.45,178,1,1,0,0,0,5
28414078,149,2,3,0.16,0,2,1,0,0,0,3
28430147,100,2,44,2.14,312,2,0,0,1,0,3
28431259,138,1,1,0.05,0,1,1,0,0,0,3
28431746,248,2,18,0.89,0,1,1,0,0,0,3
28438425,181,2,0,0.0,362,2,0,0,1,0,5
28438683,248,2,15,0.88,179,1,1,0,0,0,4
28439089,89,6,5,0.27,0,6,1,0,0,0,3
